log,attribute,cardinality,missing_rate,n,reuse,resource_like,outcome_listed,example
BPIC20_intl,case:AdjustedAmount,6101,0.0,6449,1.0570398295361416,False,False,39.66456144659199
BPIC20_intl,id,6024,0.0,6449,1.0705511288180611,False,False,rv_travel permit 76455_6
BPIC20_intl,org:resource,1,0.0,6449,6449.0,True,False,STAFF MEMBER
BPIC20_intl,concept:name,4,0.0,6449,1612.25,False,True,Start trip
BPIC20_intl,time:timestamp,5742,0.0,6449,1.1231278300243817,False,True,2016-10-05T00:00:00.000+02:00
BPIC20_intl,org:role,1,0.0,6449,6449.0,True,False,EMPLOYEE
BPIC20_prepaid,case:Rfp_id,2099,0.0,2099,1.0,False,False,request for payment 73550
BPIC20_prepaid,case:Permit travel permit number,1317,0.0800381133873273,2099,1.5937737281700834,False,False,travel permit number 76315
BPIC20_prepaid,case:Task,434,0.38828013339685563,2099,4.836405529953917,False,False,task 71977
BPIC20_prepaid,case:OrganizationalEntity,26,0.0,2099,80.73076923076923,False,False,organizational unit 65463
BPIC20_prepaid,case:RequestedAmount,2049,0.0,2099,1.0244021473889702,False,False,854.5798378437331
BPIC20_prepaid,case:Activity,4,0.3892329680800381,2099,524.75,False,True,activity 505
BPIC20_prepaid,case:Permit TaskNumber,4,0.4001905669366365,2099,524.75,False,False,task 427
BPIC20_prepaid,case:Permit BudgetNumber,138,0.07384468794664126,2099,15.210144927536232,False,False,budget 6198
BPIC20_prepaid,case:Permit ProjectNumber,402,0.39971414959504525,2099,5.221393034825871,False,False,project 2260
BPIC20_prepaid,case:Project,28,0.013816102906145784,2099,74.96428571428571,False,False,project 503
BPIC20_prepaid,case:concept:name,2099,0.0,2099,1.0,False,True,request for payment 73550
BPIC20_prepaid,case:Permit OrganizationalEntity,21,0.07384468794664126,2099,99.95238095238095,False,False,organizational unit 65455
BPIC20_prepaid,case:Permit RequestedBudget,1296,0.0,2099,1.6195987654320987,False,False,1979.272103997747
BPIC20_prepaid,case:Cost Type,1,0.0,2099,2099.0,False,False,0
BPIC20_prepaid,case:Permit id,1326,0.07384468794664126,2099,1.5829562594268476,False,False,travel permit 73549
BPIC20_prepaid,case:Permit ActivityNumber,57,0.9256788947117676,2099,36.824561403508774,False,False,activity 7905
BPIC20_prepaid,case:RfpNumber,1999,0.04764173415912339,2099,1.0500250125062531,False,False,request for payment number 73551
BPIC20_prepaid,id,1565,0.0,2099,1.3412140575079872,False,False,st_step 73555_0
BPIC20_prepaid,org:resource,1,0.0,2099,2099.0,True,False,STAFF MEMBER
BPIC20_prepaid,concept:name,3,0.0,2099,699.6666666666666,False,True,Permit SUBMITTED by EMPLOYEE
BPIC20_prepaid,time:timestamp,1564,0.0,2099,1.342071611253197,False,True,2017-01-09T14:48:43.000+01:00
BPIC20_prepaid,org:role,1,0.0,2099,2099.0,True,False,EMPLOYEE
BPIC20_permit,case:OrganizationalEntity,29,0.0,7065,243.6206896551724,False,False,organizational unit 65458
BPIC20_permit,case:ProjectNumber,884,0.41797593772116065,7065,7.992081447963801,False,False,project 73472
BPIC20_permit,case:TaskNumber,5,0.4191082802547771,7065,1413.0,False,False,task 427
BPIC20_permit,case:dec_id_0,4451,0.3699929228591649,7065,1.5872837564592226,False,False,declaration 76457
BPIC20_permit,case:ActivityNumber,166,0.9336164189667374,7065,42.56024096385542,False,False,activity 46005
BPIC20_permit,case:TotalDeclared,5680,0.0,7065,1.243838028169014,False,False,39.66456144659199
BPIC20_permit,case:concept:name,7065,0.0,7065,1.0,False,True,travel permit 76455
BPIC20_permit,case:RequestedAmount_0,3180,0.19278131634819534,7065,2.2216981132075473,False,False,56
BPIC20_permit,case:Overspent,2,0.0,7065,3532.5,False,False,false
BPIC20_permit,case:travel permit number,6902,0.023071479122434537,7065,1.0236163430889598,False,False,travel permit number 76456
BPIC20_permit,case:DeclarationNumber_0,4377,0.3804670912951168,7065,1.6141192597669636,False,False,declaration number 76458
BPIC20_permit,case:id,7065,0.0,7065,1.0,False,False,travel permit 76455
BPIC20_permit,case:RequestedBudget,6256,0.0,7065,1.1293158567774937,False,False,41.613444658859
BPIC20_permit,case:BudgetNumber,226,0.0,7065,31.261061946902654,False,False,budget 922
BPIC20_permit,case:OverspentAmount,6622,0.0,7065,1.0668982180610087,False,False,0.0
BPIC20_permit,id,7065,0.0,7065,1.0,False,False,rv_travel permit 76455_6
BPIC20_permit,org:resource,1,0.0,7065,7065.0,True,False,STAFF MEMBER
BPIC20_permit,concept:name,3,0.0,7065,2355.0,False,True,Start trip
BPIC20_permit,time:timestamp,6684,0.0,7065,1.0570017953321365,False,True,2016-10-05T00:00:00.000+02:00
BPIC20_permit,org:role,1,0.0,7065,7065.0,True,False,EMPLOYEE
BPIC20_permit,case:dec_id_5,26,0.9963198867657467,7065,271.7307692307692,False,False,declaration 73574
BPIC20_permit,case:dec_id_6,14,0.9980184005661713,7065,504.64285714285717,False,False,declaration 73576
BPIC20_permit,case:dec_id_3,121,0.9828733191790516,7065,58.388429752066116,False,False,declaration 73570
BPIC20_permit,case:dec_id_4,51,0.9927813163481953,7065,138.52941176470588,False,False,declaration 73572
BPIC20_permit,case:dec_id_1,999,0.8585987261146497,7065,7.072072072072072,False,False,declaration 73566
BPIC20_permit,case:dec_id_2,309,0.9562632696390658,7065,22.864077669902912,False,False,declaration 73568
BPIC20_permit,case:DeclarationNumber_10,2,0.9997169143665959,7065,3532.5,False,False,declaration number 73585
BPIC20_permit,case:RequestedAmount_16,1,0.9998584571832979,7065,7065.0,False,False,18
BPIC20_permit,case:RequestedAmount_14,2,0.9997169143665959,7065,3532.5,False,False,191
BPIC20_permit,case:RequestedAmount_15,1,0.9998584571832979,7065,7065.0,False,False,153
BPIC20_permit,case:dec_id_9,5,0.9992922859164898,7065,1413.0,False,False,declaration 73582
BPIC20_permit,case:RequestedAmount_12,3,0.9995753715498938,7065,2355.0,False,False,219
BPIC20_permit,case:DeclarationNumber_14,1,0.9998584571832979,7065,7065.0,False,False,declaration number 73593
BPIC20_permit,case:DeclarationNumber_13,2,0.9997169143665959,7065,3532.5,False,False,declaration number 73591
BPIC20_permit,case:RequestedAmount_13,3,0.9995753715498938,7065,2355.0,False,False,297
BPIC20_permit,case:dec_id_7,7,0.9990092002830856,7065,1009.2857142857143,False,False,declaration 73578
BPIC20_permit,case:RequestedAmount_10,4,0.9994338287331918,7065,1766.25,False,False,242
BPIC20_permit,case:DeclarationNumber_12,2,0.9997169143665959,7065,3532.5,False,False,declaration number 73589
BPIC20_permit,case:dec_id_8,6,0.9991507430997877,7065,1177.5,False,False,declaration 73580
BPIC20_permit,case:DeclarationNumber_11,3,0.9995753715498938,7065,2355.0,False,False,declaration number 73587
BPIC20_permit,case:RequestedAmount_11,4,0.9994338287331918,7065,1766.25,False,False,309
BPIC20_permit,case:DeclarationNumber_16,1,0.9998584571832979,7065,7065.0,False,False,declaration number 73597
BPIC20_permit,case:DeclarationNumber_15,1,0.9998584571832979,7065,7065.0,False,False,declaration number 73595
BPIC20_permit,case:DeclarationNumber_8,6,0.9991507430997877,7065,1177.5,False,False,declaration number 73581
BPIC20_permit,case:DeclarationNumber_9,4,0.9994338287331918,7065,1766.25,False,False,declaration number 73583
BPIC20_permit,case:DeclarationNumber_4,42,0.9940552016985138,7065,168.21428571428572,False,False,declaration number 73573
BPIC20_permit,case:DeclarationNumber_5,19,0.997310686482661,7065,371.8421052631579,False,False,declaration number 73575
BPIC20_permit,case:DeclarationNumber_6,11,0.9984430290162775,7065,642.2727272727273,False,False,declaration number 73577
BPIC20_permit,case:DeclarationNumber_7,6,0.9991507430997877,7065,1177.5,False,False,declaration number 73579
BPIC20_permit,case:RequestedAmount_4,51,0.9924982307147913,7065,138.52941176470588,False,False,612
BPIC20_permit,case:DeclarationNumber_1,911,0.8710544939844302,7065,7.755214050493962,False,False,declaration number 73567
BPIC20_permit,case:RequestedAmount_3,129,0.9807501769285208,7065,54.76744186046512,False,False,37
BPIC20_permit,case:DeclarationNumber_2,274,0.9612172682236376,7065,25.784671532846716,False,False,declaration number 73569
BPIC20_permit,case:RequestedAmount_2,359,0.9453644727530078,7065,19.67966573816156,False,False,355
BPIC20_permit,case:RequestedAmount_1,1054,0.8196744515215852,7065,6.70303605313093,False,False,37
BPIC20_permit,case:DeclarationNumber_3,101,0.9857041755130928,7065,69.95049504950495,False,False,declaration number 73571
BPIC20_permit,case:RequestedAmount_8,8,0.9988676574663836,7065,883.125,False,False,17
BPIC20_permit,case:RequestedAmount_7,8,0.9988676574663836,7065,883.125,False,False,170
BPIC20_permit,case:RequestedAmount_6,13,0.9981599433828733,7065,543.4615384615385,False,False,341
BPIC20_permit,case:RequestedAmount_5,23,0.9967445152158528,7065,307.17391304347825,False,False,623
BPIC20_permit,case:RequestedAmount_9,6,0.9991507430997877,7065,1177.5,False,False,232
BPIC20_permit,case:dec_id_16,1,0.9998584571832979,7065,7065.0,False,False,declaration 73596
BPIC20_permit,case:dec_id_13,2,0.9997169143665959,7065,3532.5,False,False,declaration 73590
BPIC20_permit,case:dec_id_12,2,0.9997169143665959,7065,3532.5,False,False,declaration 73588
BPIC20_permit,case:dec_id_15,1,0.9998584571832979,7065,7065.0,False,False,declaration 73594
BPIC20_permit,case:dec_id_14,1,0.9998584571832979,7065,7065.0,False,False,declaration 73592
BPIC20_permit,case:dec_id_11,3,0.9995753715498938,7065,2355.0,False,False,declaration 73586
BPIC20_permit,case:dec_id_10,2,0.9997169143665959,7065,3532.5,False,False,declaration 73584
BPIC20_permit,case:Activity_1,2,0.9654635527246992,7065,3532.5,False,False,activity 505
BPIC20_permit,case:Activity_0,4,0.8828025477707007,7065,1766.25,False,False,activity 505
BPIC20_permit,case:RfpNumber_0,1276,0.8193913658881812,7065,5.536833855799373,False,False,request for payment number 73551
BPIC20_permit,case:OrganizationalEntity_0,24,0.8124557678697806,7065,294.375,False,False,organizational unit 65463
BPIC20_permit,case:Rfp_id_0,1325,0.8124557678697806,7065,5.332075471698113,False,False,request for payment 73550
BPIC20_permit,case:RfpNumber_1,347,0.9508846426043879,7065,20.360230547550433,False,False,request for payment number 73553
BPIC20_permit,case:OrganizationalEntity_1,15,0.9490445859872612,7065,471.0,False,False,organizational unit 65463
BPIC20_permit,case:Cost Type_1,1,0.9490445859872612,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_0,1,0.8124557678697806,7065,7065.0,False,False,0
BPIC20_permit,case:Task_1,162,0.9654635527246992,7065,43.611111111111114,False,False,task 71977
BPIC20_permit,case:Task_0,409,0.8826610049539986,7065,17.273838630806846,False,False,task 71977
BPIC20_permit,case:Project_0,1,0.8124557678697806,7065,7065.0,False,False,project 503
BPIC20_permit,case:Rfp_id_1,360,0.9490445859872612,7065,19.625,False,False,request for payment 73552
BPIC20_permit,case:Project_1,1,0.9490445859872612,7065,7065.0,False,False,project 503
BPIC20_permit,case:Activity_3,1,0.9967445152158528,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Activity_2,2,0.989242745930644,7065,3532.5,False,False,activity 505
BPIC20_permit,case:Cost Type_3,1,0.9951875442321302,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_2,1,0.9842887473460722,7065,7065.0,False,False,0
BPIC20_permit,case:RfpNumber_2,106,0.9849964614295824,7065,66.65094339622641,False,False,request for payment number 76935
BPIC20_permit,case:RfpNumber_3,33,0.9953290870488323,7065,214.0909090909091,False,False,request for payment number 76937
BPIC20_permit,case:OrganizationalEntity_2,13,0.9842887473460722,7065,543.4615384615385,False,False,organizational unit 65457
BPIC20_permit,case:OrganizationalEntity_3,10,0.9951875442321302,7065,706.5,False,False,organizational unit 65457
BPIC20_permit,case:Project_2,1,0.9842887473460722,7065,7065.0,False,False,project 503
BPIC20_permit,case:Project_3,1,0.9951875442321302,7065,7065.0,False,False,project 503
BPIC20_permit,case:Rfp_id_3,34,0.9951875442321302,7065,207.7941176470588,False,False,request for payment 76936
BPIC20_permit,case:Rfp_id_2,111,0.9842887473460722,7065,63.648648648648646,False,False,request for payment 76934
BPIC20_permit,case:Task_3,22,0.9967445152158528,7065,321.1363636363636,False,False,task 6280
BPIC20_permit,case:Task_2,58,0.989242745930644,7065,121.8103448275862,False,False,task 6280
BPIC20_permit,case:Rfp_id_10,2,0.9997169143665959,7065,3532.5,False,False,request for payment 22798
BPIC20_permit,case:Rfp_id_11,1,0.9998584571832979,7065,7065.0,False,False,request for payment 22800
BPIC20_permit,case:Rfp_id_12,1,0.9998584571832979,7065,7065.0,False,False,request for payment 22802
BPIC20_permit,case:Rfp_id_13,1,0.9998584571832979,7065,7065.0,False,False,request for payment 22804
BPIC20_permit,case:Rfp_id_14,1,0.9998584571832979,7065,7065.0,False,False,request for payment 22806
BPIC20_permit,case:Project_11,1,0.9998584571832979,7065,7065.0,False,False,project 503
BPIC20_permit,case:Project_12,1,0.9998584571832979,7065,7065.0,False,False,project 503
BPIC20_permit,case:Project_10,1,0.9997169143665959,7065,7065.0,False,False,project 503
BPIC20_permit,case:Project_13,1,0.9998584571832979,7065,7065.0,False,False,project 503
BPIC20_permit,case:Project_14,1,0.9998584571832979,7065,7065.0,False,False,project 503
BPIC20_permit,case:Cost Type_7,1,0.9997169143665959,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_6,1,0.9997169143665959,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_9,1,0.9997169143665959,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_8,1,0.9997169143665959,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_5,1,0.9994338287331918,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_4,1,0.9984430290162775,7065,7065.0,False,False,0
BPIC20_permit,case:OrganizationalEntity_8,2,0.9997169143665959,7065,3532.5,False,False,organizational unit 65465
BPIC20_permit,case:OrganizationalEntity_9,2,0.9997169143665959,7065,3532.5,False,False,organizational unit 65465
BPIC20_permit,case:Task_10,2,0.9997169143665959,7065,3532.5,False,False,task 22780
BPIC20_permit,case:OrganizationalEntity_6,2,0.9997169143665959,7065,3532.5,False,False,organizational unit 65465
BPIC20_permit,case:Task_11,1,0.9998584571832979,7065,7065.0,False,False,task 22780
BPIC20_permit,case:OrganizationalEntity_7,2,0.9997169143665959,7065,3532.5,False,False,organizational unit 65465
BPIC20_permit,case:Task_12,1,0.9998584571832979,7065,7065.0,False,False,task 22780
BPIC20_permit,case:Task_13,1,0.9998584571832979,7065,7065.0,False,False,task 22780
BPIC20_permit,case:Task_14,1,0.9998584571832979,7065,7065.0,False,False,task 22780
BPIC20_permit,case:RfpNumber_10,2,0.9997169143665959,7065,3532.5,False,False,request for payment number 22799
BPIC20_permit,case:RfpNumber_12,1,0.9998584571832979,7065,7065.0,False,False,request for payment number 22803
BPIC20_permit,case:RfpNumber_11,1,0.9998584571832979,7065,7065.0,False,False,request for payment number 22801
BPIC20_permit,case:OrganizationalEntity_4,5,0.9984430290162775,7065,1413.0,False,False,organizational unit 65465
BPIC20_permit,case:Project_6,1,0.9997169143665959,7065,7065.0,False,False,project 503
BPIC20_permit,case:RfpNumber_14,1,0.9998584571832979,7065,7065.0,False,False,request for payment number 22807
BPIC20_permit,case:OrganizationalEntity_5,4,0.9994338287331918,7065,1766.25,False,False,organizational unit 65465
BPIC20_permit,case:Project_7,1,0.9997169143665959,7065,7065.0,False,False,project 503
BPIC20_permit,case:RfpNumber_13,1,0.9998584571832979,7065,7065.0,False,False,request for payment number 22805
BPIC20_permit,case:Project_8,1,0.9997169143665959,7065,7065.0,False,False,project 503
BPIC20_permit,case:Project_9,1,0.9997169143665959,7065,7065.0,False,False,project 503
BPIC20_permit,case:Project_4,1,0.9984430290162775,7065,7065.0,False,False,project 503
BPIC20_permit,case:Project_5,1,0.9994338287331918,7065,7065.0,False,False,project 503
BPIC20_permit,case:Activity_12,1,0.9998584571832979,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Activity_11,1,0.9998584571832979,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Activity_14,1,0.9998584571832979,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Activity_13,1,0.9998584571832979,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Activity_10,1,0.9997169143665959,7065,7065.0,False,False,activity 505
BPIC20_permit,case:OrganizationalEntity_14,1,0.9998584571832979,7065,7065.0,False,False,organizational unit 65465
BPIC20_permit,case:OrganizationalEntity_13,1,0.9998584571832979,7065,7065.0,False,False,organizational unit 65465
BPIC20_permit,case:RfpNumber_8,2,0.9997169143665959,7065,3532.5,False,False,request for payment number 22795
BPIC20_permit,case:RfpNumber_9,2,0.9997169143665959,7065,3532.5,False,False,request for payment number 22797
BPIC20_permit,case:RfpNumber_6,2,0.9997169143665959,7065,3532.5,False,False,request for payment number 22792
BPIC20_permit,case:RfpNumber_7,1,0.9998584571832979,7065,7065.0,False,False,request for payment number 24071
BPIC20_permit,case:RfpNumber_4,11,0.9984430290162775,7065,642.2727272727273,False,False,request for payment number 22788
BPIC20_permit,case:RfpNumber_5,4,0.9994338287331918,7065,1766.25,False,False,request for payment number 22790
BPIC20_permit,case:OrganizationalEntity_12,1,0.9998584571832979,7065,7065.0,False,False,organizational unit 65465
BPIC20_permit,case:OrganizationalEntity_11,1,0.9998584571832979,7065,7065.0,False,False,organizational unit 65465
BPIC20_permit,case:OrganizationalEntity_10,2,0.9997169143665959,7065,3532.5,False,False,organizational unit 65465
BPIC20_permit,case:Rfp_id_7,2,0.9997169143665959,7065,3532.5,False,False,request for payment 22793
BPIC20_permit,case:Rfp_id_8,2,0.9997169143665959,7065,3532.5,False,False,request for payment 22794
BPIC20_permit,case:Rfp_id_5,4,0.9994338287331918,7065,1766.25,False,False,request for payment 22789
BPIC20_permit,case:Rfp_id_6,2,0.9997169143665959,7065,3532.5,False,False,request for payment 22791
BPIC20_permit,case:Rfp_id_4,11,0.9984430290162775,7065,642.2727272727273,False,False,request for payment 22787
BPIC20_permit,case:Rfp_id_9,2,0.9997169143665959,7065,3532.5,False,False,request for payment 22796
BPIC20_permit,case:Activity_9,1,0.9997169143665959,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Activity_8,1,0.9997169143665959,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Activity_5,1,0.9994338287331918,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Activity_4,1,0.9987261146496815,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Activity_7,1,0.9997169143665959,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Activity_6,1,0.9997169143665959,7065,7065.0,False,False,activity 505
BPIC20_permit,case:Cost Type_13,1,0.9998584571832979,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_14,1,0.9998584571832979,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_10,1,0.9997169143665959,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_11,1,0.9998584571832979,7065,7065.0,False,False,0
BPIC20_permit,case:Cost Type_12,1,0.9998584571832979,7065,7065.0,False,False,0
BPIC20_permit,case:Task_5,4,0.9994338287331918,7065,1766.25,False,False,task 22780
BPIC20_permit,case:Task_4,9,0.9987261146496815,7065,785.0,False,False,task 22780
BPIC20_permit,case:Task_9,2,0.9997169143665959,7065,3532.5,False,False,task 22780
BPIC20_permit,case:Task_8,2,0.9997169143665959,7065,3532.5,False,False,task 22780
BPIC20_permit,case:Task_7,2,0.9997169143665959,7065,3532.5,False,False,task 22780
BPIC20_permit,case:Task_6,2,0.9997169143665959,7065,3532.5,False,False,task 22780
BPIC20_rfp,case:Rfp_id,6886,0.0,6886,1.0,False,False,request for payment 148214
BPIC20_rfp,case:Project,78,0.07203020621550973,6886,88.28205128205128,False,False,project 148216
BPIC20_rfp,case:Task,596,0.7287249491722335,6886,11.553691275167786,False,False,task 147557
BPIC20_rfp,case:concept:name,6886,0.0,6886,1.0,False,True,request for payment 148214
BPIC20_rfp,case:OrganizationalEntity,36,0.0,6886,191.27777777777777,False,False,organizational unit 65463
BPIC20_rfp,case:Cost Type,1,0.0,6886,6886.0,False,False,0
BPIC20_rfp,case:RequestedAmount,6449,0.0,6886,1.0677624437897348,False,False,34.33634285099345
BPIC20_rfp,case:Activity,5,0.7319198373511473,6886,1377.2,False,True,activity 505
BPIC20_rfp,case:RfpNumber,6321,0.08205053732210282,6886,1.0893845910457207,False,False,request for payment number 148215
BPIC20_rfp,id,6886,0.0,6886,1.0,False,False,st_step 148220_0
BPIC20_rfp,org:resource,1,0.0,6886,6886.0,True,False,STAFF MEMBER
BPIC20_rfp,concept:name,2,0.0,6886,3443.0,False,True,Request For Payment SUBMITTED by EMPLOYE
BPIC20_rfp,time:timestamp,6883,0.0,6886,1.0004358564579399,False,True,2017-01-09T09:17:18.000+01:00
BPIC20_rfp,org:role,1,0.0,6886,6886.0,True,False,EMPLOYEE
Sepsis,case:concept:name,1049,0.0009523809523809524,1050,1.0009532888465205,False,True,A
Sepsis,InfectionSuspected,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,org:group,4,0.0,1050,262.5,True,False,A
Sepsis,DiagnosticBlood,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,DisfuncOrg,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,SIRSCritTachypnea,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,Hypotensie,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,SIRSCritHeartRate,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,Infusion,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,DiagnosticArtAstrup,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,concept:name,6,0.0,1050,175.0,False,True,ER Registration
Sepsis,Age,15,0.0,1050,70.0,False,False,85
Sepsis,DiagnosticIC,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,DiagnosticSputum,2,0.05238095238095238,1050,525.0,False,False,false
Sepsis,DiagnosticLiquor,2,0.05238095238095238,1050,525.0,False,False,false
Sepsis,DiagnosticOther,2,0.05238095238095238,1050,525.0,False,False,false
Sepsis,SIRSCriteria2OrMore,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,DiagnosticXthorax,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,SIRSCritTemperature,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,time:timestamp,1050,0.0,1050,1.0,False,True,2014-10-22T11:15:41.000+02:00
Sepsis,DiagnosticUrinaryCulture,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,SIRSCritLeucos,2,0.05238095238095238,1050,525.0,False,False,false
Sepsis,Oligurie,2,0.05238095238095238,1050,525.0,False,False,false
Sepsis,DiagnosticLacticAcid,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,lifecycle:transition,1,0.0,1050,1050.0,False,True,complete
Sepsis,Diagnose,145,0.2419047619047619,1050,7.241379310344827,False,False,A
Sepsis,Hypoxie,2,0.05238095238095238,1050,525.0,False,False,false
Sepsis,DiagnosticUrinarySediment,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,DiagnosticECG,2,0.05238095238095238,1050,525.0,False,False,true
Sepsis,Leucocytes,18,0.9828571428571429,1050,58.333333333333336,False,False,10.2
Sepsis,CRP,9,0.9914285714285714,1050,116.66666666666667,False,False,102.0
HospitalBilling,case:concept:name,99996,4e-05,100000,1.000040001600064,False,True,A
HospitalBilling,isCancelled,1,0.0,100000,100000.0,False,True,false
HospitalBilling,diagnosis,907,0.65011,100000,110.25358324145535,False,False,A
HospitalBilling,time:timestamp,97991,0.0,100000,1.0205018828259738,False,True,2012-12-16T19:33:10.000+01:00
HospitalBilling,caseType,14,0.0,100000,7142.857142857143,False,False,A
HospitalBilling,speciality,23,0.0,100000,4347.826086956522,False,False,A
HospitalBilling,org:resource,1012,0.0,100000,98.81422924901186,True,False,ResA
HospitalBilling,concept:name,1,0.0,100000,100000.0,False,True,NEW
HospitalBilling,blocked,2,0.0,100000,50000.0,False,False,false
HospitalBilling,isClosed,2,0.0,100000,50000.0,False,True,true
HospitalBilling,flagD,2,0.0,100000,50000.0,False,False,true
HospitalBilling,flagB,1,0.0,100000,100000.0,False,False,false
HospitalBilling,flagA,1,0.0,100000,100000.0,False,False,false
HospitalBilling,state,1,0.0,100000,100000.0,False,True,In progress
HospitalBilling,lifecycle:transition,1,0.0,100000,100000.0,False,True,complete
RoadFines,case:concept:name,150370,0.0,150370,1.0,False,True,A1
RoadFines,amount,113,0.0,150370,1330.7079646017698,False,False,35.0
RoadFines,org:resource,147,0.0,150370,1022.9251700680272,True,False,561
RoadFines,dismissal,24,0.0,150370,6265.416666666667,False,False,NIL
RoadFines,concept:name,1,0.0,150370,150370.0,False,True,Create Fine
RoadFines,vehicleClass,4,0.0,150370,37592.5,False,False,A
RoadFines,totalPaymentAmount,1,0.0,150370,150370.0,False,False,0.0
RoadFines,lifecycle:transition,1,0.0,150370,150370.0,False,True,complete
RoadFines,time:timestamp,4819,0.0,150370,31.2035692052293,False,True,2006-07-24T00:00:00+02:00
RoadFines,article,66,0.0,150370,2278.3333333333335,False,False,157
RoadFines,points,9,0.0,150370,16707.777777777777,False,False,0
