log,attribute,n,unique_share,mean_length,space_share,digitstrip_ratio,structurally_excluded,is_free_text,fails,example
BPIC15_2,lifecycle:transition,582,0.001718213058419244,8.0,0.0,1.0,outcome-field,False,"unique, length, space, outcome-field",complete
BPIC15_2,time:timestamp,582,0.6666666666666666,25.0,0.0,0.002577319587628866,outcome-field,False,"space, not-an-id, outcome-field",2010-06-29T00:00:00+02:00
BPIC15_2,case:SUMleges,403,0.652605459057072,7.253101736972705,0.0,0.0076045627376425855,-,False,"length, space, not-an-id",84.3
BPIC15_2,case:IDofConceptCase,142,0.9929577464788732,7.647887323943662,0.0,0.0070921985815602835,-,False,"length, space, not-an-id",3462766
BPIC15_2,case:termName,64,0.125,23.25,1.0,0.875,-,False,unique,Termijn tot besluit na geen zienswijzen
BPIC15_2,case:landRegisterID,33,0.9393939393939394,7.7272727272727275,0.0,0.03225806451612903,-,False,"length, space, not-an-id, too-few-rows",4573854
BPIC15_2,dueDate,20,1.0,25.0,0.0,0.05,timestamp,False,"space, not-an-id, too-few-rows, timestamp",2014-02-14T14:24:28+01:00
BPIC15_3,case:Includes_subCases,985,0.0020304568527918783,1.0,0.0,1.0,-,False,"unique, length, space",J
BPIC15_3,case:concept:name,986,1.0,7.0,0.0,0.0010141987829614604,outcome-field,False,"length, space, not-an-id, outcome-field",3090877
BPIC15_3,case:Responsible_actor,986,0.018255578093306288,6.482758620689655,0.0,0.05555555555555555,-,False,"unique, length, space, not-an-id",3442724
BPIC15_3,case:caseStatus,986,0.002028397565922921,1.0,0.0,1.0,-,False,"unique, length, space",G
BPIC15_3,case:last_phase,986,0.02535496957403651,18.676470588235293,1.0,1.0,outcome-field,False,"unique, length, outcome-field",Vergunning verleend
BPIC15_3,case:case_type,986,0.0010141987829614604,6.0,0.0,1.0,-,False,"unique, length, space",557669
BPIC15_3,case:termName,766,0.015665796344647518,26.12793733681462,0.9960835509138382,0.9166666666666666,-,False,unique,Termijn tot besluit omgezet
BPIC15_3,case:startDate,986,0.5720081135902637,25.0,0.0,0.0017730496453900709,timestamp,False,"space, not-an-id, timestamp",2010-11-03T00:00:00+01:00
BPIC15_3,case:requestComplete,986,0.002028397565922921,4.158215010141988,0.0,1.0,-,False,"unique, length, space",TRUE
BPIC15_3,question,986,0.009127789046653144,5.116632860040568,0.009127789046653144,0.3333333333333333,-,False,"unique, length, space, not-an-id",EMPTY
BPIC15_3,dateFinished,986,0.9776876267748479,19.0,1.0,0.001037344398340249,timestamp,False,"length, not-an-id, timestamp",2010-12-09 10:09:41
BPIC15_3,dueDate,957,1.0,25.0,0.0,0.0010449320794148381,timestamp,False,"space, not-an-id, timestamp",2013-05-15T09:57:47+02:00
BPIC15_3,action_code,986,0.009127789046653144,12.06997971602434,0.0,0.6666666666666666,activity-alias,False,"unique, length, space, activity-alias",01_HOOFD_065_2
BPIC15_3,activityNameEN,986,0.008113590263691683,32.07910750507099,1.0,1.0,-,False,unique,enter senddate procedure confirmation
BPIC15_3,planned,984,1.0,25.0,0.0,0.0010162601626016261,timestamp,False,"space, not-an-id, timestamp",2010-12-10T10:08:38+01:00
BPIC15_3,time:timestamp,986,0.563894523326572,25.0,0.0,0.0017985611510791368,outcome-field,False,"space, not-an-id, outcome-field",2010-01-01T00:00:00+01:00
BPIC15_3,monitoringResource,986,0.015212981744421906,6.085192697768763,0.0,0.06666666666666667,-,False,"unique, length, space, not-an-id",560922
BPIC15_3,org:resource,986,0.010141987829614604,6.04158215010142,0.0,0.1,-,False,"unique, length, space, not-an-id",3148844
BPIC15_3,activityNameNL,986,0.008113590263691683,38.1369168356998,1.0,1.0,-,False,unique,invoeren verzenddatum procedurebevestiging
BPIC15_3,concept:name,986,0.009127789046653144,12.06997971602434,0.0,0.6666666666666666,outcome-field,False,"unique, length, space, outcome-field",01_HOOFD_065_2
BPIC15_3,lifecycle:transition,986,0.0010141987829614604,8.0,0.0,1.0,outcome-field,False,"unique, length, space, outcome-field",complete
BPIC15_3,case:endDate,900,0.5488888888888889,25.0,0.0,0.0020242914979757085,timestamp,False,"space, not-an-id, timestamp",2011-06-09T00:00:00+02:00
BPIC15_3,case:parts,964,0.07053941908713693,11.614107883817427,0.21887966804979253,1.0,-,False,"unique, length, space",Milieu (vergunning)
BPIC15_3,case:SUMleges,556,0.6726618705035972,7.248201438848921,0.0,0.0053475935828877,-,False,"length, space, not-an-id",23847.627
BPIC15_3,case:caseProcedure,113,0.017699115044247787,9.52212389380531,0.0,1.0,-,False,"unique, length, space",Uitgebreid
BPIC15_3,case:IDofConceptCase,513,0.9980506822612085,7.0,0.0,0.001953125,-,False,"length, space, not-an-id",5726449
BPIC15_3,case:endDatePlanned,24,0.7083333333333334,25.0,0.0,0.058823529411764705,timestamp,False,"space, not-an-id, too-few-rows, timestamp",2010-12-06T00:00:00+01:00
BPIC15_3,case:landRegisterID,128,0.828125,7.0,0.0,0.009433962264150943,-,False,"length, space, not-an-id",5726441
BPIC15_4,case:concept:name,737,1.0,7.0,0.0,0.0013568521031207597,outcome-field,False,"length, space, not-an-id, outcome-field",4284682
BPIC15_4,case:Responsible_actor,737,0.012211668928086838,6.242876526458616,0.0,0.1111111111111111,-,False,"unique, length, space, not-an-id",560852
BPIC15_4,case:endDate,702,0.6438746438746439,25.0,0.0,0.0022123893805309734,timestamp,False,"space, not-an-id, timestamp",2011-01-11T00:00:00+01:00
BPIC15_4,case:caseStatus,737,0.0027137042062415195,1.0,0.0,1.0,-,False,"unique, length, space",G
BPIC15_4,case:parts,728,0.06456043956043957,12.240384615384615,0.26785714285714285,1.0,-,False,"unique, length, space","Bouw,Sloop"
BPIC15_4,case:SUMleges,534,0.6460674157303371,7.438202247191011,0.0,0.002898550724637681,-,False,"length, space, not-an-id",1438.3435
BPIC15_4,case:last_phase,737,0.021709633649932156,19.371777476255087,1.0,1.0,outcome-field,False,"unique, length, outcome-field",Besluit genomen
BPIC15_4,case:case_type,737,0.0013568521031207597,6.0,0.0,1.0,-,False,"unique, length, space",557669
BPIC15_4,case:startDate,737,0.6594301221166893,25.0,0.0,0.00205761316872428,timestamp,False,"space, not-an-id, timestamp",2010-10-27T00:00:00+02:00
BPIC15_4,case:requestComplete,737,0.0027137042062415195,4.126187245590231,0.0,1.0,-,False,"unique, length, space",TRUE
BPIC15_4,case:IDofConceptCase,402,1.0,7.0,0.0,0.0024875621890547263,-,False,"length, space, not-an-id",4167229
BPIC15_4,question,737,0.023066485753052916,5.320217096336499,0.025780189959294438,0.17647058823529413,-,False,"unique, length, space, not-an-id",EMPTY
BPIC15_4,dateFinished,737,0.9430122116689281,19.0,1.0,0.0014388489208633094,timestamp,False,"length, not-an-id, timestamp",2011-01-04 16:09:51
BPIC15_4,dueDate,333,1.0,25.0,0.0,0.003003003003003003,timestamp,False,"space, not-an-id, timestamp",2012-03-24T08:30:05+01:00
BPIC15_4,action_code,737,0.012211668928086838,12.056987788331073,0.0,0.4444444444444444,activity-alias,False,"unique, length, space, not-an-id, activity-alias",01_HOOFD_190_2
BPIC15_4,activityNameEN,737,0.010854816824966078,31.83582089552239,1.0,1.0,-,False,unique,enter senddate procedure confirmation
BPIC15_4,planned,732,1.0,25.0,0.0,0.001366120218579235,timestamp,False,"space, not-an-id, timestamp",2010-10-08T11:23:39+02:00
BPIC15_4,time:timestamp,737,0.6445047489823609,25.0,0.0,0.002105263157894737,outcome-field,False,"space, not-an-id, outcome-field",2009-11-18T00:00:00+01:00
BPIC15_4,monitoringResource,737,0.013568521031207599,6.1275440976933515,0.0,0.1,-,False,"unique, length, space, not-an-id",560852
BPIC15_4,org:resource,737,0.008141112618724558,6.025780189959295,0.0,0.16666666666666666,-,False,"unique, length, space, not-an-id",560852
BPIC15_4,activityNameNL,737,0.010854816824966078,37.858887381275444,1.0,1.0,-,False,unique,invoeren verzenddatum procedurebevestiging
BPIC15_4,concept:name,737,0.012211668928086838,12.056987788331073,0.0,0.4444444444444444,outcome-field,False,"unique, length, space, not-an-id, outcome-field",01_HOOFD_190_2
BPIC15_4,lifecycle:transition,737,0.0013568521031207597,8.0,0.0,1.0,outcome-field,False,"unique, length, space, outcome-field",complete
BPIC15_4,case:termName,36,0.16666666666666666,23.833333333333332,1.0,1.0,-,False,"unique, too-few-rows",Termijn tot besluit omgezet
BPIC15_4,case:caseProcedure,100,0.02,9.92,0.0,1.0,-,False,"unique, length, space",Uitgebreid
BPIC15_4,case:landRegisterID,56,0.8392857142857143,7.0,0.0,0.02127659574468085,-,False,"length, space, not-an-id",4581491
BPIC15_4,case:Includes_subCases,737,0.0027137042062415195,1.0,0.0,1.0,-,False,"unique, length, space",J
BPIC15_4,case:endDatePlanned,2,1.0,25.0,0.0,0.5,timestamp,False,"space, not-an-id, too-few-rows, timestamp",2013-06-12T00:00:00+02:00
BPIC15_5,case:endDate,786,0.688295165394402,25.0,0.0,0.0018484288354898336,timestamp,False,"space, not-an-id, timestamp",2011-08-30T16:04:09+02:00
BPIC15_5,case:caseStatus,809,0.003708281829419036,1.0,0.0,1.0,-,False,"unique, length, space",G
BPIC15_5,case:SUMleges,677,0.6056129985228951,7.865583456425406,0.0,0.0024390243902439024,-,False,"length, space, not-an-id",258.801
BPIC15_5,case:last_phase,809,0.02595797280593325,19.864029666254634,1.0,1.0,outcome-field,False,"unique, length, outcome-field",Vergunning onherroepelijk
BPIC15_5,case:case_type,809,0.0012360939431396785,6.0,0.0,1.0,-,False,"unique, length, space",557669
BPIC15_5,case:concept:name,809,1.0,7.0,0.0,0.0012360939431396785,outcome-field,False,"length, space, not-an-id, outcome-field",4511735
BPIC15_5,case:Responsible_actor,809,0.009888751545117428,6.0,0.0,0.125,-,False,"unique, length, space, not-an-id",560604
BPIC15_5,case:landRegisterID,795,0.7710691823899372,7.0,0.0,0.0016313213703099511,-,False,"length, space, not-an-id",4504496
BPIC15_5,case:parts,807,0.10161090458488228,15.604708798017349,0.32589838909541513,1.0,-,False,"unique, length, space",Brandveilig gebruik (vergunning)
BPIC15_5,case:termName,66,0.10606060606060606,24.71212121212121,1.0,0.8571428571428571,-,False,unique,Termijn tot besluit
BPIC15_5,case:startDate,809,0.6341161928306551,25.0,0.0,0.001949317738791423,timestamp,False,"space, not-an-id, timestamp",2009-11-23T00:00:00+01:00
BPIC15_5,case:requestComplete,809,0.002472187886279357,4.236093943139679,0.0,1.0,-,False,"unique, length, space",TRUE
BPIC15_5,case:IDofConceptCase,401,0.9975062344139651,7.002493765586035,0.0,0.0025,-,False,"length, space, not-an-id",3445895
BPIC15_5,question,809,0.002472187886279357,5.0,0.0,1.0,-,False,"unique, length, space",EMPTY
BPIC15_5,dateFinished,809,0.92336217552534,19.0,1.0,0.0013386880856760374,timestamp,False,"length, not-an-id, timestamp",2011-07-07 11:03:40
BPIC15_5,dueDate,791,1.0,25.0,0.0,0.0012642225031605564,timestamp,False,"space, not-an-id, timestamp",2011-07-10T11:01:39+02:00
BPIC15_5,action_code,808,0.009900990099009901,12.042079207920793,0.0,0.25,activity-alias,False,"unique, length, space, not-an-id, activity-alias",01_HOOFD_010
BPIC15_5,activityNameEN,809,0.009888751545117428,31.96044499381953,1.0,1.0,-,False,unique,register submission date request
BPIC15_5,planned,807,1.0,25.0,0.0,0.0012391573729863693,timestamp,False,"space, not-an-id, timestamp",2011-07-08T11:01:39+02:00
BPIC15_5,time:timestamp,809,0.6279357231149567,25.0,0.0,0.001968503937007874,outcome-field,False,"space, not-an-id, outcome-field",2009-11-23T00:00:00+01:00
BPIC15_5,monitoringResource,809,0.0173053152039555,6.357231149567367,0.0,0.07142857142857142,-,False,"unique, length, space, not-an-id",1254625
BPIC15_5,org:resource,809,0.014833127317676144,6.4635352286773795,0.0,0.08333333333333333,-,False,"unique, length, space, not-an-id",1254625
BPIC15_5,activityNameNL,809,0.009888751545117428,38.0185414091471,1.0,1.0,-,False,unique,registratie datum binnenkomst aanvraag
BPIC15_5,concept:name,809,0.011124845488257108,12.04202719406675,0.0,0.3333333333333333,outcome-field,False,"unique, length, space, not-an-id, outcome-field",01_HOOFD_010
BPIC15_5,lifecycle:transition,809,0.0012360939431396785,8.0,0.0,1.0,outcome-field,False,"unique, length, space, outcome-field",complete
BPIC15_5,case:caseProcedure,62,0.03225806451612903,9.806451612903226,0.0,1.0,-,False,"unique, length, space",Regulier
BPIC15_5,case:Includes_subCases,809,0.002472187886279357,1.0,0.0,1.0,-,False,"unique, length, space",J
BPIC15_5,case:endDatePlanned,3,1.0,25.0,0.0,0.3333333333333333,timestamp,False,"space, not-an-id, too-few-rows, timestamp",2010-12-02T00:00:00+01:00
BPIC20_domestic,case:id,7349,1.0,17.616138250102054,1.0,0.00013607293509320997,-,False,"length, not-an-id",declaration 86791
BPIC20_domestic,case:concept:name,7349,1.0,17.616138250102054,1.0,0.00013607293509320997,outcome-field,False,"length, not-an-id, outcome-field",declaration 86791
BPIC20_domestic,case:BudgetNumber,7349,0.00013607293509320997,12.0,1.0,1.0,-,False,"unique, length",budget 86566
BPIC20_domestic,case:DeclarationNumber,7046,1.0,24.6172296338348,1.0,0.0001419244961680386,-,False,not-an-id,declaration number 86792
BPIC20_domestic,case:Amount,7349,0.8092257449993197,16.793713430398693,0.0,0.00016815200941651252,-,False,"length, space, not-an-id",26.85120450862128
BPIC20_domestic,id,7349,1.0,15.616138250102054,1.0,0.00013607293509320997,-,False,"length, not-an-id",st_step 86794_0
BPIC20_domestic,org:resource,7349,0.00013607293509320997,12.0,1.0,1.0,-,False,"unique, length",STAFF MEMBER
BPIC20_domestic,concept:name,7349,0.00027214587018641994,32.94611511770309,1.0,1.0,outcome-field,False,"unique, outcome-field",Declaration SUBMITTED by EMPLOYEE
BPIC20_domestic,time:timestamp,7349,0.9993196353245339,29.0,0.0,0.00013616557734204794,outcome-field,False,"space, not-an-id, outcome-field",2017-01-09T09:49:50.000+01:00
BPIC20_domestic,org:role,7349,0.00013607293509320997,8.0,0.0,1.0,-,False,"unique, length, space",EMPLOYEE
BPIC20_intl,case:Permit travel permit number,4491,0.837452683144066,25.65330661322645,1.0,0.00026588673225206064,-,False,not-an-id,travel permit number 76456
BPIC20_intl,case:DeclarationNumber,4336,1.0,23.95272140221402,1.0,0.00023062730627306272,-,False,not-an-id,declaration number 76458
BPIC20_intl,case:Amount,4514,0.9474966770048737,16.77027027027027,0.0,0.00023380874444704232,-,False,"length, space, not-an-id",39.66456144659199
BPIC20_intl,case:RequestedAmount,4514,0.9474966770048737,16.77027027027027,0.0,0.00023380874444704232,-,False,"length, space, not-an-id",39.66456144659199
BPIC20_intl,case:Permit TaskNumber,2930,0.0017064846416382253,8.014675767918089,1.0,0.2,-,False,"unique, length, not-an-id",task 427
BPIC20_intl,case:Permit BudgetNumber,4514,0.04164820558263181,10.544085068675233,1.0,0.005319148936170213,-,False,"unique, length, not-an-id",budget 922
BPIC20_intl,case:OriginalAmount,4514,0.9474966770048737,16.77027027027027,0.0,0.00023380874444704232,-,False,"length, space, not-an-id",39.66456144659199
BPIC20_intl,case:Permit ProjectNumber,2932,0.2281718963165075,12.152114597544339,1.0,0.0014947683109118087,-,False,"unique, length, not-an-id",project 73472
BPIC20_intl,case:concept:name,4514,1.0,16.952813469206912,1.0,0.00022153300841825432,outcome-field,False,"length, not-an-id, outcome-field",declaration 76457
BPIC20_intl,case:Permit OrganizationalEntity,4514,0.005538325210456358,25.0,1.0,0.04,-,False,"unique, not-an-id",organizational unit 65458
BPIC20_intl,case:travel permit number,4514,0.9299955693398316,25.957908728400533,1.0,0.00023820867079561695,-,False,not-an-id,travel permit number 76456
BPIC20_intl,case:Permit RequestedBudget,4514,0.7904297740363314,17.2027027027027,0.0,0.0002802690582959641,-,False,"length, space, not-an-id",41.613444658859
BPIC20_intl,case:id,4514,1.0,16.952813469206912,1.0,0.00022153300841825432,-,False,"length, not-an-id",declaration 76457
BPIC20_intl,case:Permit ID,4514,0.9291094373061586,18.952591936198495,1.0,0.0002384358607534573,-,False,"length, not-an-id",travel permit 76455
BPIC20_intl,case:Permit id,4514,0.8360655737704918,18.65485157288436,1.0,0.00026497085320614734,-,False,"length, not-an-id",travel permit 76455
BPIC20_intl,case:BudgetNumber,4507,0.1428888395828711,13.0,1.0,0.0015527950310559005,-,False,"unique, length, not-an-id",budget 144133
BPIC20_intl,case:Permit ActivityNumber,282,0.38652482269503546,13.301418439716311,1.0,0.009174311926605505,-,False,"unique, length, not-an-id",activity 46005
BPIC20_intl,case:AdjustedAmount,4514,0.9477182100132919,16.773593265396546,0.0,0.0002337540906965872,-,False,"length, space, not-an-id",39.66456144659199
BPIC20_intl,id,4514,0.9282233052724856,15.949933540097474,1.0,0.00047732696897374703,-,False,"length, not-an-id",rv_travel permit 76455_6
BPIC20_intl,org:resource,4514,0.00022153300841825432,12.0,1.0,1.0,-,False,"unique, length",STAFF MEMBER
BPIC20_intl,concept:name,4514,0.0008861320336730173,26.41493132476739,1.0,1.0,outcome-field,False,"unique, outcome-field",Start trip
BPIC20_intl,time:timestamp,4514,0.8890119627824545,29.0,0.0,0.00024919013207077,outcome-field,False,"space, not-an-id, outcome-field",2016-10-05T00:00:00.000+02:00
BPIC20_intl,org:role,4514,0.00022153300841825432,8.0,0.0,1.0,-,False,"unique, length, space",EMPLOYEE
BPIC20_prepaid,case:Rfp_id,1469,1.0,24.911504424778762,1.0,0.0006807351940095302,-,False,not-an-id,request for payment 73550
BPIC20_prepaid,case:Permit travel permit number,1413,0.6503892427459307,25.70488322717622,1.0,0.001088139281828074,-,False,not-an-id,travel permit number 76315
BPIC20_prepaid,case:Task,900,0.36777777777777776,9.67,1.0,0.0030211480362537764,-,False,"unique, length, not-an-id",task 71977
BPIC20_prepaid,case:OrganizationalEntity,1469,0.014295439074200136,25.0,1.0,0.047619047619047616,-,False,"unique, not-an-id",organizational unit 65463
BPIC20_prepaid,case:RequestedAmount,1469,0.9809394145677331,17.342409802586793,0.0,0.0006939625260235947,-,False,"length, space, not-an-id",854.5798378437331
BPIC20_prepaid,case:Activity,899,0.004449388209121246,12.03337041156841,1.0,0.25,outcome-field,False,"unique, length, not-an-id, outcome-field",activity 505
BPIC20_prepaid,case:Permit TaskNumber,907,0.0033076074972436605,8.015435501653803,1.0,0.3333333333333333,-,False,"unique, length, not-an-id",task 427
BPIC20_prepaid,case:Permit BudgetNumber,1423,0.08573436401967674,10.59451862262825,1.0,0.00819672131147541,-,False,"unique, length, not-an-id",budget 6198
BPIC20_prepaid,case:Permit ProjectNumber,908,0.3392070484581498,12.280837004405287,1.0,0.003246753246753247,-,False,"unique, length, not-an-id",project 2260
BPIC20_prepaid,case:Project,1456,0.010302197802197802,11.059752747252746,1.0,0.06666666666666667,-,False,"unique, length, not-an-id",project 503
BPIC20_prepaid,case:concept:name,1469,1.0,24.911504424778762,1.0,0.0006807351940095302,outcome-field,False,"not-an-id, outcome-field",request for payment 73550
BPIC20_prepaid,case:Permit OrganizationalEntity,1423,0.011946591707659873,25.0,1.0,0.058823529411764705,-,False,"unique, not-an-id",organizational unit 65455
BPIC20_prepaid,case:Permit RequestedBudget,1469,0.6194690265486725,16.915588835942817,0.0,0.001098901098901099,-,False,"length, space, not-an-id",1979.272103997747
BPIC20_prepaid,case:Cost Type,1469,0.0006807351940095302,1.0,0.0,1.0,-,False,"unique, length, space",0
BPIC20_prepaid,case:Permit id,1423,0.651440618411806,18.70695713281799,1.0,0.0010787486515641855,-,False,"length, not-an-id",travel permit 73549
BPIC20_prepaid,case:Permit ActivityNumber,116,0.3879310344827586,13.301724137931034,1.0,0.022222222222222223,-,False,"unique, length, not-an-id",activity 7905
BPIC20_prepaid,case:RfpNumber,1413,1.0,31.901627742392073,1.0,0.0007077140835102619,-,False,not-an-id,request for payment number 73551
BPIC20_prepaid,id,1469,0.7161334240980258,14.915588835942819,1.0,0.0009505703422053232,-,False,"length, not-an-id",st_step 73555_0
BPIC20_prepaid,org:resource,1469,0.0006807351940095302,12.0,1.0,1.0,-,False,"unique, length",STAFF MEMBER
BPIC20_prepaid,concept:name,1469,0.0020422055820285907,29.10142954390742,1.0,1.0,outcome-field,False,"unique, outcome-field",Permit SUBMITTED by EMPLOYEE
BPIC20_prepaid,time:timestamp,1469,0.7161334240980258,29.0,0.0,0.0009505703422053232,outcome-field,False,"space, not-an-id, outcome-field",2017-01-09T14:48:43.000+01:00
BPIC20_prepaid,org:role,1469,0.0006807351940095302,8.0,0.0,1.0,-,False,"unique, length, space",EMPLOYEE
BPIC20_permit,case:OrganizationalEntity,4945,0.0058645096056622855,25.0,1.0,0.034482758620689655,-,False,"unique, not-an-id",organizational unit 65458
BPIC20_permit,case:ProjectNumber,2912,0.25583791208791207,12.364354395604396,1.0,0.0013422818791946308,-,False,"unique, length, not-an-id",project 73472
BPIC20_permit,case:TaskNumber,2908,0.0017193947730398899,8.016506189821182,1.0,0.2,-,False,"unique, length, not-an-id",task 427
BPIC20_permit,case:dec_id_0,3270,1.0,16.85565749235474,1.0,0.0003058103975535168,-,False,"length, not-an-id",declaration 76457
BPIC20_permit,case:ActivityNumber,319,0.4012539184952978,13.360501567398119,1.0,0.0078125,-,False,"length, not-an-id",activity 46005
BPIC20_permit,case:TotalDeclared,4945,0.849747219413549,15.277047522750253,0.0,0.00023798191337458352,-,False,"length, space, not-an-id",39.66456144659199
BPIC20_permit,case:concept:name,4945,1.0,18.849544994944388,1.0,0.00020222446916076846,outcome-field,False,"length, not-an-id, outcome-field",travel permit 76455
BPIC20_permit,case:RequestedAmount_0,4211,0.625029684160532,6.804084540489195,0.0,0.0011398176291793312,-,False,"length, space, not-an-id",56
BPIC20_permit,case:Overspent,4945,0.0004044489383215369,4.714661274014156,0.0,1.0,-,False,"unique, length, space",false
BPIC20_permit,case:travel permit number,4818,1.0,25.848277293482774,1.0,0.00020755500207555002,-,False,not-an-id,travel permit number 76456
BPIC20_permit,case:DeclarationNumber_0,3214,1.0,23.856253889234598,1.0,0.00031113876789047915,-,False,not-an-id,declaration number 76458
BPIC20_permit,case:id,4945,1.0,18.849544994944388,1.0,0.00020222446916076846,-,False,"length, not-an-id",travel permit 76455
BPIC20_permit,case:RequestedBudget,4945,0.9007077856420627,16.816986855409503,0.0,0.000224517287831163,-,False,"length, space, not-an-id",41.613444658859
BPIC20_permit,case:BudgetNumber,4945,0.04226491405460061,10.619413549039434,1.0,0.004784688995215311,-,False,"unique, length, not-an-id",budget 922
BPIC20_permit,case:OverspentAmount,4945,0.9443882709807887,17.31284125379171,0.0,0.00042826552462526765,-,False,"length, space, not-an-id",0.0
BPIC20_permit,id,4945,1.0,15.792719919110212,1.0,0.0004044489383215369,-,False,"length, not-an-id",rv_travel permit 76455_6
BPIC20_permit,org:resource,4945,0.00020222446916076846,12.0,1.0,1.0,-,False,"unique, length",STAFF MEMBER
BPIC20_permit,concept:name,4945,0.0006066734074823053,26.10798786653185,1.0,1.0,outcome-field,False,"unique, outcome-field",Start trip
BPIC20_permit,time:timestamp,4945,0.9456016177957532,29.0,0.0,0.000213857998289136,outcome-field,False,"space, not-an-id, outcome-field",2016-10-05T00:00:00.000+02:00
BPIC20_permit,org:role,4945,0.00020222446916076846,8.0,0.0,1.0,-,False,"unique, length, space",EMPLOYEE
BPIC20_permit,case:dec_id_5,19,1.0,16.842105263157894,1.0,0.05263157894736842,-,False,"length, not-an-id, too-few-rows",declaration 73574
BPIC20_permit,case:dec_id_6,11,1.0,16.818181818181817,1.0,0.09090909090909091,-,False,"length, not-an-id, too-few-rows",declaration 73576
BPIC20_permit,case:dec_id_3,102,1.0,16.833333333333332,1.0,0.00980392156862745,-,False,"length, not-an-id",declaration 73570
BPIC20_permit,case:dec_id_4,42,1.0,16.761904761904763,1.0,0.023809523809523808,-,False,"length, not-an-id, too-few-rows",declaration 73572
BPIC20_permit,case:dec_id_1,780,1.0,16.85,1.0,0.001282051282051282,-,False,"length, not-an-id",declaration 73566
BPIC20_permit,case:dec_id_2,254,1.0,16.84251968503937,1.0,0.003937007874015748,-,False,"length, not-an-id",declaration 73568
BPIC20_permit,case:DeclarationNumber_10,2,1.0,24.0,1.0,0.5,-,False,"not-an-id, too-few-rows",declaration number 73585
BPIC20_permit,case:RequestedAmount_16,1,1.0,2.0,0.0,1.0,-,False,"length, space, too-few-rows",18
BPIC20_permit,case:RequestedAmount_14,2,1.0,10.5,0.0,1.0,-,False,"length, space, too-few-rows",191
BPIC20_permit,case:RequestedAmount_15,1,1.0,3.0,0.0,1.0,-,False,"length, space, too-few-rows",153
BPIC20_permit,case:dec_id_9,4,1.0,17.0,1.0,0.25,-,False,"length, not-an-id, too-few-rows",declaration 73582
BPIC20_permit,case:RequestedAmount_12,3,1.0,7.666666666666667,0.0,0.6666666666666666,-,False,"length, space, too-few-rows",219
BPIC20_permit,case:DeclarationNumber_14,1,1.0,24.0,1.0,1.0,-,False,too-few-rows,declaration number 73593
BPIC20_permit,case:DeclarationNumber_13,2,1.0,24.0,1.0,0.5,-,False,"not-an-id, too-few-rows",declaration number 73591
BPIC20_permit,case:RequestedAmount_13,3,1.0,8.0,0.0,0.6666666666666666,-,False,"length, space, too-few-rows",297
BPIC20_permit,case:dec_id_7,5,1.0,17.0,1.0,0.2,-,False,"length, not-an-id, too-few-rows",declaration 73578
BPIC20_permit,case:RequestedAmount_10,4,1.0,10.25,0.0,0.5,-,False,"length, space, not-an-id, too-few-rows",242
BPIC20_permit,case:DeclarationNumber_12,2,1.0,24.0,1.0,0.5,-,False,"not-an-id, too-few-rows",declaration number 73589
BPIC20_permit,case:dec_id_8,5,1.0,17.0,1.0,0.2,-,False,"length, not-an-id, too-few-rows",declaration 73580
BPIC20_permit,case:DeclarationNumber_11,3,1.0,24.0,1.0,0.3333333333333333,-,False,"not-an-id, too-few-rows",declaration number 73587
BPIC20_permit,case:RequestedAmount_11,4,1.0,6.75,0.0,0.5,-,False,"length, space, not-an-id, too-few-rows",309
BPIC20_permit,case:DeclarationNumber_16,1,1.0,24.0,1.0,1.0,-,False,too-few-rows,declaration number 73597
BPIC20_permit,case:DeclarationNumber_15,1,1.0,24.0,1.0,1.0,-,False,too-few-rows,declaration number 73595
BPIC20_permit,case:DeclarationNumber_8,5,1.0,24.0,1.0,0.2,-,False,"not-an-id, too-few-rows",declaration number 73581
BPIC20_permit,case:DeclarationNumber_9,4,1.0,24.0,1.0,0.25,-,False,"not-an-id, too-few-rows",declaration number 73583
BPIC20_permit,case:DeclarationNumber_4,35,1.0,23.8,1.0,0.02857142857142857,-,False,"not-an-id, too-few-rows",declaration number 73573
BPIC20_permit,case:DeclarationNumber_5,14,1.0,23.785714285714285,1.0,0.07142857142857142,-,False,"not-an-id, too-few-rows",declaration number 73575
BPIC20_permit,case:DeclarationNumber_6,9,1.0,23.88888888888889,1.0,0.1111111111111111,-,False,"not-an-id, too-few-rows",declaration number 73577
BPIC20_permit,case:DeclarationNumber_7,5,1.0,24.0,1.0,0.2,-,False,"not-an-id, too-few-rows",declaration number 73579
BPIC20_permit,case:RequestedAmount_4,43,0.9534883720930233,5.813953488372093,0.0,0.07317073170731707,-,False,"length, space, not-an-id, too-few-rows",612
BPIC20_permit,case:DeclarationNumber_1,715,1.0,23.848951048951047,1.0,0.0013986013986013986,-,False,not-an-id,declaration number 73567
BPIC20_permit,case:RequestedAmount_3,117,0.9487179487179487,6.358974358974359,0.0,0.02702702702702703,-,False,"length, space, not-an-id",37
BPIC20_permit,case:DeclarationNumber_2,228,1.0,23.842105263157894,1.0,0.0043859649122807015,-,False,not-an-id,declaration number 73569
BPIC20_permit,case:RequestedAmount_2,323,0.9380804953560371,7.408668730650155,0.0,0.009900990099009901,-,False,"length, space, not-an-id",355
BPIC20_permit,case:RequestedAmount_1,1010,0.8524752475247525,7.389108910891089,0.0,0.003484320557491289,-,False,"length, space, not-an-id",37
